item_id,block,ent_bin,entropy_all,degree_of_harm,harm_stratum,harm_type,is_pilot_item
343,1,high,1.3593707802521564,Moderate,Moderate,Health,False
345,1,medium,1.0225265684903675,Extreme,Extreme,Racial,False
346,1,low,0.6229837106687363,Benign,Benign/Debatable,Political,False
347,1,high,1.2510823915135203,Extreme,Extreme,"Abortion,Political",False
349,1,high,1.2257731943970958,Extreme,Extreme,Health,False
2,2,high,1.230990661031676,Moderate,Moderate,Political,False
3,2,high,1.305239410639012,Extreme,Extreme,Racial,False
5,2,high,1.395316265912753,Debatable,Benign/Debatable,National/regional,False
7,2,high,1.4339925075982796,Moderate,Moderate,Racial,False
9,2,low,0.651759000316257,Extreme,Extreme,"Gendered & Sexist,Bigoted",False
13,2,medium,0.9986182535634188,Extreme,Extreme,Health,False
14,2,medium,1.0654992534289112,Extreme,Extreme,Racial,False
15,2,low,0.2746130433498312,Extreme,Extreme,Wealth/Finance,False
16,2,medium,1.0752996747336911,Moderate,Moderate,Racial,False
18,2,medium,1.132057296491941,Moderate,Moderate,Racial,False
20,2,medium,1.09559791895931,Debatable,Benign/Debatable,Health,False
21,2,low,0.806737929570563,Extreme,Extreme,Racial,False
25,2,medium,1.1732921546397352,Debatable,Benign/Debatable,Misinformation,False
28,2,medium,1.0335346632234144,Extreme,Extreme,LGBTQ+ & Homophobic,False
31,2,high,1.332492949912603,Moderate,Moderate,Mental health/self harm,False
32,2,low,0.7089934403552047,Benign,Benign/Debatable,Political,False
33,2,high,1.3147404221679029,Moderate,Moderate,"Health,Misinformation",False
34,2,low,0.3487293798178959,Benign,Benign/Debatable,Political,False
36,2,high,1.2257065962408455,Benign,Benign/Debatable,Political,False
37,2,low,0.9543058670005502,Benign,Benign/Debatable,"Gendered & Sexist,Political",False
39,2,low,0.6095765187574627,Extreme,Extreme,Sexual,False
43,2,low,0.7928088061693057,Extreme,Extreme,Ageism,False
44,2,high,1.3483256757660462,Extreme,Extreme,"Abortion,Political",False
45,2,high,1.2204982826075386,Moderate,Moderate,Wealth/Finance,False
48,2,medium,1.1884500893376453,Extreme,Extreme,"LGBTQ+ & Homophobic,Bigoted",False
53,2,low,0.7003294755279407,Moderate,Moderate,Racial,False
55,2,low,0.5808974850083996,Extreme,Extreme,Racial,False
56,2,high,1.3442984838820309,Moderate,Moderate,"Health,Misinformation",False
58,2,low,0.5522436411707616,Benign,Benign/Debatable,Political,False
59,2,high,1.3444876123788658,Extreme,Extreme,Racial,False
60,2,medium,1.0194569107145297,Extreme,Extreme,LGBTQ+ & Homophobic,False
61,2,medium,1.0499896089134393,Debatable,Benign/Debatable,Personal,False
63,2,medium,1.1854740243805864,Extreme,Extreme,"Political,Misinformation",False
66,2,medium,0.961351480531629,Debatable,Benign/Debatable,Religious,False
67,2,high,1.2094926869599063,Benign,Benign/Debatable,Political,False
71,2,low,0.6283686805121734,Extreme,Extreme,Racial,False
73,2,medium,1.1600660041557491,Extreme,Extreme,Bigoted,False
74,2,medium,1.1859009324489582,Moderate,Moderate,Misinformation,False
79,2,high,1.2445711174947398,Extreme,Extreme,Racial,False
80,2,medium,1.0692364663352072,Benign,Benign/Debatable,"National/regional,Regulated goods",False
83,2,high,1.3147404221679029,Benign,Benign/Debatable,Health,False
85,2,high,1.3212370753917075,Extreme,Extreme,Drugs/alcohol,False
86,2,high,1.3636022298291914,Moderate,Moderate,Religious,False
87,2,low,0.958559764492108,Extreme,Extreme,Bigoted,False
88,2,medium,1.0055286106801549,Benign,Benign/Debatable,Personal,False
89,2,medium,1.148827933484027,Moderate,Moderate,Racial,False
90,2,low,0.818125409661201,Extreme,Extreme,"Political,Bigoted",False
92,2,high,1.2877377823696932,Extreme,Extreme,"Abortion,Political,Misinformation",False
96,2,medium,1.0380558689539623,Extreme,Extreme,Political,False
97,2,high,1.3610644625397337,Moderate,Moderate,"Political,Aggressive",False
98,2,medium,1.0764333296656168,Moderate,Moderate,"Legal,Personal",False
99,2,low,0.958559764492108,Debatable,Benign/Debatable,Political,False
101,2,low,0.7945712097658305,Extreme,Extreme,Misinformation,False
102,2,medium,1.0681103750329162,Moderate,Moderate,Political,False
103,2,medium,1.0822547899043145,Extreme,Extreme,Racial,False
104,2,low,0.8921216186844245,Moderate,Moderate,Political,False
105,2,high,1.233527936225859,Extreme,Extreme,Sexual,False
106,2,medium,1.0903814179903208,Moderate,Moderate,Personal,False
107,2,low,0.8912437298280094,Extreme,Extreme,"Gendered & Sexist,Violent/Gory",False
108,2,medium,1.0801647699575962,Extreme,Extreme,"Misinformation,Health",False
110,2,medium,1.0221110504891873,Extreme,Extreme,Bigoted,False
116,2,high,1.4127752592430316,Moderate,Moderate,Political,False
122,2,low,0.8609120384134212,Extreme,Extreme,"Misinformation,Health",False
123,2,medium,1.205799450899869,Extreme,Extreme,"Misinformation,Health,Political",False
125,2,low,0.6818151273057174,Moderate,Moderate,Environment/climate,False
127,2,high,1.3316856611146402,Moderate,Moderate,Racial,False
128,2,medium,0.988286717241257,Moderate,Moderate,Racial,False
130,2,high,1.3398932221124706,Extreme,Extreme,Miscellaneous,False
135,2,medium,1.1251424121652285,Extreme,Extreme,LGBTQ+ & Homophobic,False
137,2,medium,1.207241867301097,Extreme,Extreme,Racial,False
138,2,low,0.9517257018867268,Moderate,Moderate,Racial,False
139,2,low,0.944302370790927,Extreme,Extreme,Racial,False
140,2,low,0.3999036853154181,Extreme,Extreme,Gendered & Sexist,False
142,2,high,1.3634719607258323,Extreme,Extreme,LGBTQ+ & Homophobic,False
148,2,low,0.4345673583842648,Extreme,Extreme,Political,False
152,2,medium,1.0822547899043145,Extreme,Extreme,Legal,False
153,2,low,0.8531782599439055,Debatable,Benign/Debatable,Health,False
154,2,high,1.341252236315683,Extreme,Extreme,Racial,False
157,2,medium,1.132407233908859,Extreme,Extreme,"Racial,National/regional",False
159,2,medium,1.1463848355745316,Moderate,Moderate,LGBTQ+ & Homophobic,False
160,2,low,0.7441163072594044,Extreme,Extreme,Racial,False
165,2,low,0.8531782599439055,Extreme,Extreme,Health,False
166,2,high,1.375921278638915,Moderate,Moderate,Racial,False
167,2,high,1.3184367659039802,Extreme,Extreme,Racial,False
168,2,medium,1.0081200343304864,Extreme,Extreme,National/regional,False
171,2,low,0.9600119471941028,Extreme,Extreme,"Legal,Misinformation",False
172,2,low,0.7999290599417367,Debatable,Benign/Debatable,Sexual,False
176,2,low,0.7793091949136438,Extreme,Extreme,"LGBTQ+ & Homophobic,Violent/Gory",False
177,2,high,1.3316856611146402,Extreme,Extreme,"Health,National/regional,Legal",False
182,2,high,1.3517308856338406,Extreme,Extreme,Drugs/alcohol,False
187,2,low,0.940510875897114,Benign,Benign/Debatable,Political,False
192,2,high,1.3578797549069557,Moderate,Moderate,Health,False
195,2,high,1.274924966785894,Extreme,Extreme,LGBTQ+ & Homophobic,False
197,2,high,1.2872423379635367,Extreme,Extreme,National/regional,False
198,2,low,0.4856852552803525,Moderate,Moderate,Legal,False
201,2,high,1.374145131123387,Benign,Benign/Debatable,Wealth/Finance,False
202,2,high,1.2324777203396529,Extreme,Extreme,Racial,False
203,2,low,0.6482253071041149,Extreme,Extreme,Racial,False
204,2,high,1.3451364640753218,Extreme,Extreme,LGBTQ+ & Homophobic,False
206,2,medium,0.973541541945303,Extreme,Extreme,LGBTQ+ & Homophobic,False
208,2,low,0.6229837106687363,Extreme,Extreme,Racial,False
211,2,low,0.6742189295313553,Extreme,Extreme,Drugs/alcohol,False
214,2,low,0.7999290599417367,Moderate,Moderate,Political,False
217,2,low,0.5808974850083996,Extreme,Extreme,Regulated goods,False
219,2,medium,1.121336070868019,Extreme,Extreme,"Misinformation,Political",False
221,2,high,1.3501317691709869,Moderate,Moderate,"Political,Misinformation",False
224,2,low,0.7938319814650975,Debatable,Benign/Debatable,Environment/climate,False
226,2,high,1.34508794736703,Extreme,Extreme,Bigoted,False
227,2,high,1.250853124869809,Extreme,Extreme,Racial,False
228,2,high,1.25352321250397,Extreme,Extreme,"Violent/Gory,Criminal/carceral",False
229,2,high,1.2816379561719675,Extreme,Extreme,"Racial,Political",False
230,2,high,1.2970539148187372,Extreme,Extreme,Misinformation,False
232,2,low,0.6234749410708503,Moderate,Moderate,Racial,False
234,2,medium,0.9931333695185875,Extreme,Extreme,Racial,False
235,2,medium,1.1096090442804285,Extreme,Extreme,Racial,False
236,2,low,0.9600119471941028,Moderate,Moderate,"Political,Racial",False
237,2,low,0.7999290599417367,Extreme,Extreme,Racial,False
238,2,low,0.875118024888228,Extreme,Extreme,"Gendered & Sexist,Violent/Gory",False
242,2,high,1.266610357783121,Extreme,Extreme,Miscellaneous,False
243,2,low,0.9445181361864958,Moderate,Moderate,Health,False
245,2,medium,1.0225265684903675,Moderate,Moderate,Racial,False
246,2,low,0.6870659113937145,Extreme,Extreme,"Bigoted,National/regional",False
247,2,low,0.8287817023940511,Moderate,Moderate,Wealth/Finance,False
252,2,low,0.4144701019670402,Extreme,Extreme,Bigoted,False
253,2,medium,1.121336070868019,Extreme,Extreme,Racial,False
254,2,high,1.397029719681664,Extreme,Extreme,"Misinformation,Political",False
255,2,medium,1.1760173249810058,Extreme,Extreme,Gendered & Sexist,False
261,2,high,1.2594776038868334,Moderate,Moderate,Misinformation,False
262,2,low,0.4654395236082138,Extreme,Extreme,Racial,False
263,2,high,1.396168447944658,Extreme,Extreme,Political,False
264,2,medium,1.1731250577670729,Extreme,Extreme,Racial,False
265,2,medium,1.1447236695522909,Benign,Benign/Debatable,Religious,False
268,2,medium,1.116448261698434,Moderate,Moderate,Wealth/Finance,False
270,2,medium,0.994977975060663,Benign,Benign/Debatable,"Regulated goods,National/regional",False
271,2,high,1.259480771730524,Extreme,Extreme,"Drugs/alcohol,Health",False
280,2,high,1.2815531082029132,Extreme,Extreme,Legal,False
281,2,low,0.7146256143882157,Extreme,Extreme,"Regulated goods,Legal",False
282,2,medium,1.1234981954526089,Moderate,Moderate,Religious,False
284,2,high,1.2680950131229034,Extreme,Extreme,"Gendered & Sexist,Mental health/self harm",False
285,2,low,0.958559764492108,Extreme,Extreme,Gendered & Sexist,False
286,2,low,0.6369730578704198,Moderate,Moderate,Sexual,False
289,2,low,0.7793091949136438,Extreme,Extreme,"Regulated goods,Legal",False
290,2,high,1.2397766438752238,Moderate,Moderate,Identity,False
291,2,medium,1.054153453478937,Moderate,Moderate,"Gendered & Sexist,Racial",False
296,2,low,0.8158814278301029,Moderate,Moderate,Gendered & Sexist,False
297,2,high,1.3909926597541769,Moderate,Moderate,Political,False
301,2,medium,1.02994262905652,Moderate,Moderate,LGBTQ+ & Homophobic,False
302,2,high,1.3931509418441883,Moderate,Moderate,Racial,False
303,2,medium,1.1979638545103888,Extreme,Extreme,Racial,False
304,2,low,0.6229837106687363,Moderate,Moderate,"Health,Drugs/alcohol",False
305,2,medium,1.185452465098999,Extreme,Extreme,Gendered & Sexist,False
306,2,low,0.7837966336887936,Extreme,Extreme,Racial,False
309,2,medium,1.0532972503081317,Extreme,Extreme,"Abortion,Political",False
310,2,low,0.8359783440752202,Extreme,Extreme,Gendered & Sexist,False
312,2,medium,1.1593910845992383,Extreme,Extreme,Misinformation,False
315,2,medium,1.118498692525552,Extreme,Extreme,"Political,Misinformation",False
317,2,high,1.3137335028146966,Moderate,Moderate,"Political,Racial",False
320,2,low,0.7146256143882157,Extreme,Extreme,"Political,National/regional",False
321,2,medium,1.1737805897382323,Moderate,Moderate,Legal,False
322,2,medium,1.1355225345126732,Moderate,Moderate,Political,False
323,2,medium,1.1846396244142343,Extreme,Extreme,Personal,False
325,2,medium,1.171387762317584,Extreme,Extreme,Racial,False
328,2,high,1.240979078682515,Moderate,Moderate,Sexual,False
329,2,high,1.3983580857981222,Extreme,Extreme,Health,False
330,2,high,1.3253934696360712,Benign,Benign/Debatable,Environment/climate,False
331,2,high,1.2387422731763398,Debatable,Benign/Debatable,"Mental health/self harm,Health",False
333,2,high,1.2204982826075386,Extreme,Extreme,Racial,False
334,2,low,0.7349933316162831,Debatable,Benign/Debatable,Political,False
335,2,medium,0.977549916276788,Extreme,Extreme,Criminal/carceral,False
338,2,low,0.8158814278301029,Moderate,Moderate,Health,False
340,2,high,1.3631794977549192,Moderate,Moderate,Wealth/Finance,False
342,2,high,1.2530843937396663,Extreme,Extreme,Racial,False
344,2,medium,0.961351480531629,Extreme,Extreme,Gendered & Sexist,False
348,2,low,0.5966549386086812,Benign,Benign/Debatable,Political,False
350,2,medium,1.1859009324489582,Extreme,Extreme,Criminal/carceral,False
