key,diagnostic,item_id,condition,kind,cell,persona_k,rep,variant,ent_bin,provider,model_requested,temperature,max_output_tokens,system_sha256,user_sha256,persona_sent,sent_at,model_version,text,finish_reason,in_tokens,out_tokens,attempts,error,rate_headers,raw,rating
68|Asian-Woman#1|v1|rep1,A,68,Asian-Woman#1,persona,Asian-Woman,0,1,v1_original,medium,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,94b13550987dd665,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:26:13.118698,qwen/qwen3.8-27b,No,stop,909,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '913', 'x-ratelimit-reset-requests': '2h5m16.799s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '2536', 'x-ratelimit-reset-tokens': '40.98s'}","{'id': 'chatcmpl-1b3bd5b5-da48-4701-8f29-7e9d6ef0848f', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787847974, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_57c7e760a9', 'usage': {'completion_tokens': 2, 'prompt_tokens': 909, 'total_tokens': 911, 'completion_time': 0.004211552, 'completion_tokens_details': None, 'prompt_time': 0.072986303, 'prompt_tokens_details': None, 'queue_time': 0.027310625, 'total_time': 0.077197855}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120p7cjetcvq22hcpex1k7m', 'debug': None, 'seed': 1717479166, 'usage': None}}",No
68|Asian-Woman#1|v1|rep2,A,68,Asian-Woman#1,persona,Asian-Woman,0,2,v1_original,medium,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,94b13550987dd665,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:26:15.366471,qwen/qwen3.8-27b,Yes,stop,909,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '912', 'x-ratelimit-reset-requests': '2h6m43.2s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '7089', 'x-ratelimit-reset-tokens': '6.832s'}","{'id': 'chatcmpl-abcfba99-d7f5-4542-883b-ac2548758ba3', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'Yes', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848018, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_fea14bdc83', 'usage': {'completion_tokens': 2, 'prompt_tokens': 909, 'total_tokens': 911, 'completion_time': 0.004120639, 'completion_tokens_details': None, 'prompt_time': 0.062126945, 'prompt_tokens_details': None, 'queue_time': 0.022650893, 'total_time': 0.066247584}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120qjjcevst4689kvawgy1m', 'debug': None, 'seed': 290847855, 'usage': None}}",Yes
68|Asian-Woman#1|v1|rep3,A,68,Asian-Woman#1,persona,Asian-Woman,0,3,v1_original,medium,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,94b13550987dd665,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:26:59.609472,qwen/qwen3.8-27b,Unsure,stop,909,3,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '911', 'x-ratelimit-reset-requests': '2h8m9.599s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '6472', 'x-ratelimit-reset-tokens': '11.46s'}","{'id': 'chatcmpl-ec8179c0-b249-4649-a596-ddd82641ceff', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'Unsure', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848020, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_c7e30c203c', 'usage': {'completion_tokens': 3, 'prompt_tokens': 909, 'total_tokens': 912, 'completion_time': 0.006174429, 'completion_tokens_details': None, 'prompt_time': 0.073018835, 'prompt_tokens_details': None, 'queue_time': 0.004360988, 'total_time': 0.079193264}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120qmshe3290vn6hvk0mxsk', 'debug': None, 'seed': 2030843024, 'usage': None}}",Unsure
68|Asian-Woman#1|v1|rep4,A,68,Asian-Woman#1,persona,Asian-Woman,0,4,v1_original,medium,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,94b13550987dd665,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:01.858924,qwen/qwen3.8-27b,No,stop,909,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '910', 'x-ratelimit-reset-requests': '2h9m36s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5860', 'x-ratelimit-reset-tokens': '16.05s'}","{'id': 'chatcmpl-54adb616-ad5e-4c5b-9135-a1ecad7fb73a', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848023, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_c7e30c203c', 'usage': {'completion_tokens': 2, 'prompt_tokens': 909, 'total_tokens': 911, 'completion_time': 0.004294587, 'completion_tokens_details': None, 'prompt_time': 0.075756129, 'prompt_tokens_details': None, 'queue_time': 0.008023021, 'total_time': 0.080050716}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120qpzweh49pff19ettb7xf', 'debug': None, 'seed': 576270482, 'usage': None}}",No
68|Asian-Woman#1|v1|rep5,A,68,Asian-Woman#1,persona,Asian-Woman,0,5,v1_original,medium,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,94b13550987dd665,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:04.106957,qwen/qwen3.8-27b,No,stop,909,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '909', 'x-ratelimit-reset-requests': '2h11m2.4s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5257', 'x-ratelimit-reset-tokens': '20.572s'}","{'id': 'chatcmpl-9976aa42-bccf-498f-8c56-473ec5cba340', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848025, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_57c7e760a9', 'usage': {'completion_tokens': 2, 'prompt_tokens': 909, 'total_tokens': 911, 'completion_time': 0.004208082, 'completion_tokens_details': None, 'prompt_time': 0.073335053, 'prompt_tokens_details': None, 'queue_time': 0.021913736, 'total_time': 0.077543135}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120qs6dex78a2v4xjtma8xp', 'debug': None, 'seed': 1705606444, 'usage': None}}",No
134|Asian-Woman#1|v1|rep1,A,134,Asian-Woman#1,persona,Asian-Woman,0,1,v1_original,low,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,92d13b96ec572ba7,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:06.361677,qwen/qwen3.8-27b,No,stop,878,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '908', 'x-ratelimit-reset-requests': '2h12m28.8s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '4676', 'x-ratelimit-reset-tokens': '24.93s'}","{'id': 'chatcmpl-7bfbfa33-e536-4bb8-b3b8-9e124679a863', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848027, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_b930cafd52', 'usage': {'completion_tokens': 2, 'prompt_tokens': 878, 'total_tokens': 880, 'completion_time': 0.004045284, 'completion_tokens_details': None, 'prompt_time': 0.060049226, 'prompt_tokens_details': None, 'queue_time': 0.021549661, 'total_time': 0.06409451}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120qvcgepevjcja52xbnr95', 'debug': None, 'seed': 98090704, 'usage': None}}",No
134|Asian-Woman#1|v1|rep2,A,134,Asian-Woman#1,persona,Asian-Woman,0,2,v1_original,low,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,92d13b96ec572ba7,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:08.553614,qwen/qwen3.8-27b,No,stop,878,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '907', 'x-ratelimit-reset-requests': '2h13m55.2s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '4088', 'x-ratelimit-reset-tokens': '29.34s'}","{'id': 'chatcmpl-5cbe5f56-86fe-43c9-9375-520ae02b6774', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848029, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_fea14bdc83', 'usage': {'completion_tokens': 2, 'prompt_tokens': 878, 'total_tokens': 880, 'completion_time': 0.004066788, 'completion_tokens_details': None, 'prompt_time': 0.062439993, 'prompt_tokens_details': None, 'queue_time': 0.022948924, 'total_time': 0.066506781}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120qxh4e18a1pqj819a4aqh', 'debug': None, 'seed': 896607229, 'usage': None}}",No
134|Asian-Woman#1|v1|rep3,A,134,Asian-Woman#1,persona,Asian-Woman,0,3,v1_original,low,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,92d13b96ec572ba7,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:10.873855,qwen/qwen3.8-27b,No,stop,878,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '906', 'x-ratelimit-reset-requests': '2h15m21.6s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '3519', 'x-ratelimit-reset-tokens': '33.607s'}","{'id': 'chatcmpl-3484540e-cf29-4577-81ec-3e0d04152c54', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848032, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_fea14bdc83', 'usage': {'completion_tokens': 2, 'prompt_tokens': 878, 'total_tokens': 880, 'completion_time': 0.004077669, 'completion_tokens_details': None, 'prompt_time': 0.061827338, 'prompt_tokens_details': None, 'queue_time': 0.023108821, 'total_time': 0.065905007}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120qzt2e9eawdtb722pjftc', 'debug': None, 'seed': 7486758, 'usage': None}}",No
134|Asian-Woman#1|v1|rep4,A,134,Asian-Woman#1,persona,Asian-Woman,0,4,v1_original,low,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,92d13b96ec572ba7,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:13.117298,qwen/qwen3.8-27b,No,stop,878,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '905', 'x-ratelimit-reset-requests': '2h16m48s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '2936', 'x-ratelimit-reset-tokens': '37.98s'}","{'id': 'chatcmpl-f3048f6b-95af-4892-8d57-54e71d86407d', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848034, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_fea14bdc83', 'usage': {'completion_tokens': 2, 'prompt_tokens': 878, 'total_tokens': 880, 'completion_time': 0.004084129, 'completion_tokens_details': None, 'prompt_time': 0.060417883, 'prompt_tokens_details': None, 'queue_time': 0.024347475, 'total_time': 0.064502012}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120r1ztevsr8bdsz9hwhmh2', 'debug': None, 'seed': 1791465496, 'usage': None}}",No
134|Asian-Woman#1|v1|rep5,A,134,Asian-Woman#1,persona,Asian-Woman,0,5,v1_original,low,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,92d13b96ec572ba7,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:15.312850,qwen/qwen3.8-27b,No,stop,878,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '904', 'x-ratelimit-reset-requests': '2h18m14.4s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '7114', 'x-ratelimit-reset-tokens': '6.645s'}","{'id': 'chatcmpl-62d0acce-3e60-4b78-9e36-db489188ccad', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848078, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_c7e30c203c', 'usage': {'completion_tokens': 2, 'prompt_tokens': 878, 'total_tokens': 880, 'completion_time': 0.004187978, 'completion_tokens_details': None, 'prompt_time': 0.073138324, 'prompt_tokens_details': None, 'queue_time': 0.04997029, 'total_time': 0.077326302}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120sd52e42b0f61p4c2rk1x', 'debug': None, 'seed': 912797143, 'usage': None}}",No
183|Asian-Woman#1|v1|rep1,A,183,Asian-Woman#1,persona,Asian-Woman,0,1,v1_original,high,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,367ac9ae83f82a63,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:27:59.538693,qwen/qwen3.8-27b,No,stop,1191,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '903', 'x-ratelimit-reset-requests': '2h19m40.8s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '6205', 'x-ratelimit-reset-tokens': '13.462s'}","{'id': 'chatcmpl-2de3102a-d255-4fab-8b9f-b9154d01b763', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848080, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_fea14bdc83', 'usage': {'completion_tokens': 2, 'prompt_tokens': 1191, 'total_tokens': 1193, 'completion_time': 0.004081689, 'completion_tokens_details': None, 'prompt_time': 0.081693685, 'prompt_tokens_details': None, 'queue_time': 0.087552334, 'total_time': 0.085775374}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120sf9nesyvvsv45nh5dbqb', 'debug': None, 'seed': 37727806, 'usage': None}}",No
183|Asian-Woman#1|v1|rep2,A,183,Asian-Woman#1,persona,Asian-Woman,0,2,v1_original,high,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,367ac9ae83f82a63,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:28:01.856011,qwen/qwen3.8-27b,No,stop,1191,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '902', 'x-ratelimit-reset-requests': '2h21m7.2s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '5314', 'x-ratelimit-reset-tokens': '20.145s'}","{'id': 'chatcmpl-ef8519fe-571e-424a-9386-2ad2a416707e', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848083, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_c7e30c203c', 'usage': {'completion_tokens': 2, 'prompt_tokens': 1191, 'total_tokens': 1193, 'completion_time': 0.004195689, 'completion_tokens_details': None, 'prompt_time': 0.099861059, 'prompt_tokens_details': None, 'queue_time': 0.102784183, 'total_time': 0.104056748}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120shjpewd93jk4mzqpg5q7', 'debug': None, 'seed': 210737450, 'usage': None}}",No
183|Asian-Woman#1|v1|rep3,A,183,Asian-Woman#1,persona,Asian-Woman,0,3,v1_original,high,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,367ac9ae83f82a63,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:28:04.143648,qwen/qwen3.8-27b,No,stop,1191,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '901', 'x-ratelimit-reset-requests': '2h22m33.6s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '4420', 'x-ratelimit-reset-tokens': '26.85s'}","{'id': 'chatcmpl-61795cc7-11a3-44ae-87f7-ddb962b2d930', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848085, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_925d219a69', 'usage': {'completion_tokens': 2, 'prompt_tokens': 1191, 'total_tokens': 1193, 'completion_time': 0.00421422, 'completion_tokens_details': None, 'prompt_time': 0.095792097, 'prompt_tokens_details': None, 'queue_time': 0.073749362, 'total_time': 0.100006317}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120sksjeh1bw24xc09rmjjz', 'debug': None, 'seed': 1047507062, 'usage': None}}",No
183|Asian-Woman#1|v1|rep4,A,183,Asian-Woman#1,persona,Asian-Woman,0,4,v1_original,high,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,367ac9ae83f82a63,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:28:06.397125,qwen/qwen3.8-27b,No,stop,1191,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '900', 'x-ratelimit-reset-requests': '2h24m0s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '3529', 'x-ratelimit-reset-tokens': '33.532s'}","{'id': 'chatcmpl-ac500d1f-8b68-4320-a338-492d69601f17', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848087, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_c7e30c203c', 'usage': {'completion_tokens': 2, 'prompt_tokens': 1191, 'total_tokens': 1193, 'completion_time': 0.004172049, 'completion_tokens_details': None, 'prompt_time': 0.096980838, 'prompt_tokens_details': None, 'queue_time': 0.049933506, 'total_time': 0.101152887}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120sp0eegtta979bab5599b', 'debug': None, 'seed': 1969792961, 'usage': None}}",No
183|Asian-Woman#1|v1|rep5,A,183,Asian-Woman#1,persona,Asian-Woman,0,5,v1_original,high,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,367ac9ae83f82a63,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:28:08.644415,qwen/qwen3.8-27b,No,stop,1191,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '899', 'x-ratelimit-reset-requests': '2h25m26.4s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '2633', 'x-ratelimit-reset-tokens': '40.252s'}","{'id': 'chatcmpl-b84e7d49-1e30-443a-924d-90ed6a54fbab', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848089, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_c7e30c203c', 'usage': {'completion_tokens': 2, 'prompt_tokens': 1191, 'total_tokens': 1193, 'completion_time': 0.004199539, 'completion_tokens_details': None, 'prompt_time': 0.099298175, 'prompt_tokens_details': None, 'queue_time': 0.032725448, 'total_time': 0.103497714}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120sr6aevzsz49cgyk8hjyc', 'debug': None, 'seed': 612224630, 'usage': None}}",No
185|Asian-Woman#1|v1|rep1,A,185,Asian-Woman#1,persona,Asian-Woman,0,1,v1_original,high,groq,qwen/qwen3.8-27b,1.0,8,e9739226ef22c090,00ea25f81d3f7619,"About you: You are a woman. Your race or ethnicity is Asian or of the Asian subcontinent. You are a Millennial. Your highest level of education is a college degree or higher.
You are one specific individual rater, not an average of any group. Other raters on this task may reach different conclusions from yours, and that is expected.",2026-08-27T12:28:10.843105,qwen/qwen3.8-27b,No,stop,896,2,1,,"{'x-ratelimit-limit-requests': '1000', 'x-ratelimit-remaining-requests': '898', 'x-ratelimit-reset-requests': '2h26m52.8s', 'x-ratelimit-limit-tokens': '8000', 'x-ratelimit-remaining-tokens': '2030', 'x-ratelimit-reset-tokens': '44.775s'}","{'id': 'chatcmpl-6cf80cb9-fed1-4fd9-a0a0-27afea6ada16', 'choices': [{'finish_reason': 'stop', 'index': 0, 'logprobs': None, 'message': {'content': 'No', 'role': 'assistant', 'annotations': None, 'executed_tools': None, 'function_call': None, 'reasoning': None, 'tool_calls': None}}], 'created': 1787848092, 'model': 'qwen/qwen3.8-27b', 'object': 'chat.completion', 'mcp_list_tools': None, 'service_tier': 'on_demand', 'system_fingerprint': 'fp_c7e30c203c', 'usage': {'completion_tokens': 2, 'prompt_tokens': 896, 'total_tokens': 898, 'completion_time': 0.004195428, 'completion_tokens_details': None, 'prompt_time': 0.077339763, 'prompt_tokens_details': None, 'queue_time': 0.34401708, 'total_time': 0.081535191}, 'usage_breakdown': None, 'x_groq': {'id': 'req_01m120stbfevybb756j8ewdjyj', 'debug': None, 'seed': 632942190, 'usage': None}}",No
